All Grants,Earliest Award,Grants,Grants To Individuals,Grants To Organisations,Largest Amount,Largest Amount  (USD),Latest Award,Smallest Amount,Smallest Amount  (USD),Total Amount,Total Amount (USD),additional_active,additional_charitynumber,additional_companynumber,additional_dateregistered,additional_dateremoved,additional_last_modified,additional_latestincome,additional_latestincomedate,additional_linked_orgs,additional_linked_orgs_verified,additional_name,additional_organisationtype,additional_organisationtypeprimary,additional_orgids,additional_postalcode,additional_source,appears_as,name,org_ids,fund_url,organisationtypeprimary,other_names
,09-Aug-16,,,97,"£2,119,049",,19-Mar-25,"£3,000",,"£7,767,197",,TRUE,1155954,8908420,27/02/2014,,2025-12-01 01:08:12.011534+00:00,1025312,31/12/2024,"GB-CHC-1155954, GB-COH-08908420","GB-CHC-1155954, GB-COH-08908420",THE OVO CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1155954, GB-COH-08908420",BS1 6ED,ccew,"Funder, Publisher",OVO Foundation,"Org IDsGB-CHC-1155954, GB-COH-08908420",https://www.ovofoundation.org.uk,Registered Charity,Other Names used in the dataTHE OVO CHARITABLE FOUNDATION
,02-Feb-21,,,520,"£30,000",,04-Dec-24,£100,,"£1,188,610",,TRUE,1191504,,28/09/2020,,2025-12-01 01:08:12.011534+00:00,716428,31/10/2024,"GB-CHC-1191504, GB-COH-CE024040",GB-CHC-1191504,THE MCCARTHY & STONE CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1191504,BH8 8AQ,ccew,"Funder, Publisher",McCarthy Stone Foundation,Org IDsGB-CHC-1191504,http://www.mccarthystonefoundation.org,Registered Charity,Other Names used in the dataTHE MCCARTHY & STONE CHARITABLE FOUNDATION
,12-Apr-16,,,"2,336","£116,600",,31-Jul-25,£18,,"£15,521,853",,TRUE,1057923,3236918,09/09/1996,,2025-12-01 01:08:12.011534+00:00,2534721,31/03/2024,"GB-CHC-1057923, GB-COH-03236918, GB-CHC-1095588","GB-CHC-1057923, GB-COH-03236918",DEVON COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1057923, GB-COH-03236918",EX16 5LL,ccew,"Funder, Recipient, Publisher",Devon Community Foundation,"Org IDsGB-CHC-1057923, GB-COH-03236918",https://www.devoncf.com,Registered Charity,Other Names used in the dataDEVON COMMUNITY FOUNDATION
,24-Mar-20,,,34,"£90,000",,07-Dec-23,£500,,"£1,285,695",,TRUE,259963,,02/12/1969,,2025-12-01 01:08:12.011534+00:00,178336,30/09/2024,GB-CHC-259963,GB-CHC-259963,THE PETER MINET TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-259963,SE1 1YT,ccew,"Funder, Publisher",Peter Minet Trust,Org IDsGB-CHC-259963,https://www.peterminet.org.uk,Registered Charity,Other Names used in the dataTHE PETER MINET TRUST
162,22-Dec-22,151,,,£500,,21-Nov-24,£100,,"£62,724",,TRUE,SC035190,,13/02/2004,,2025-11-27 20:00:52.794319+00:00,289745,31/03/2024,"GB-SC-SC035190, GB-COH-SC263428",GB-SC-SC035190,Hands Up For Trad,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC035190,G61 3RB,oscr,"Funder, Recipient",Hands Up For Trad,Org IDsGB-SC-SC035190,http://www.handsupfortrad.co.uk,Registered Charity,Other Names used in the dataHands Up for Trad
,03-Apr-14,,,947,"£2,000,000",,28-Mar-24,£720,,"£70,891,427",,TRUE,1107583,5309739,12/01/2005,,2025-12-01 01:08:12.011534+00:00,1544416,31/03/2024,"GB-CHC-1107583, GB-COH-05309739, XI-ROR-0207wsg03, XI-GRID-grid.480572.c, XI-WIKIDATA-Q30272488","GB-CHC-1107583, GB-COH-05309739",THE LANKELLYCHASE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1107583, GB-COH-05309739",WC1R 4BH,ccew,"Funder, Recipient, Publisher",Lankelly Chase Foundation,"Org IDsGB-CHC-1107583, GB-COH-05309739",https://www.lankellychase.org.uk,Registered Charity,Other Names used in the dataTHE LANKELLYCHASE FOUNDATION
,04-Jan-16,,,"1,944","£181,028",,07-Aug-24,£175,,"£13,108,825",,TRUE,1143711,7731278,08/09/2011,,2025-12-01 01:08:12.011534+00:00,2290445,31/12/2024,"GB-CHC-1143711, GB-COH-07731278","GB-CHC-1143711, GB-COH-07731278",CHESHIRE COMMUNITY FOUNDATION LIMITED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1143711, GB-COH-07731278",WA4 3AE,ccew,"Funder, Recipient, Publisher",Cheshire Community Foundation,"Org IDsGB-CHC-1143711, GB-COH-07731278",https://www.cheshirecommunityfoundation.org.uk,Registered Charity,Other Names used in the dataCHESHIRE COMMUNITY FOUNDATION LIMITED
,04-Apr-16,,,"9,106","£272,000",,30-Sep-25,£0,,"£42,626,940",,TRUE,1080418,3981052,25/04/2000,,2025-12-01 01:08:12.011534+00:00,4377305,31/03/2024,"GB-CHC-1080418, GB-COH-03981052","GB-CHC-1080418, GB-COH-03981052",QUARTET COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1080418, GB-COH-03981052",BS1 4GB,ccew,"Funder, Recipient, Publisher",Quartet Community Foundation,"Org IDsGB-CHC-1080418, GB-COH-03981052",https://www.quartetcf.org.uk,Registered Charity,Other Names used in the dataQUARTET COMMUNITY FOUNDATION
,01-Apr-18,,,"2,502","£190,116",,29-Mar-23,£100,,"£15,307,112",,TRUE,1075120,3713328,15/04/1999,,2025-12-01 01:08:12.011534+00:00,7434154,31/03/2024,"GB-CHC-1075120, GB-COH-03713328","GB-CHC-1075120, GB-COH-03713328",CUMBRIA COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1075120, GB-COH-03713328",CA13 0PN,ccew,"Funder, Recipient, Publisher",Cumbria Community Foundation,"Org IDsGB-CHC-1075120, GB-COH-03713328",https://www.cumbriafoundation.org,Registered Charity,Other Names used in the dataCUMBRIA COMMUNITY FOUNDATION
,05-Apr-16,,,131,"£492,058",,11-Feb-25,"£1,500",,"£11,783,830",,TRUE,1156300,8837451,20/03/2014,,2025-12-01 01:08:12.011534+00:00,102117204,31/03/2025,"GB-CHC-1156300, GB-COH-08837451","GB-CHC-1156300, GB-COH-08837451",THE ROAD SAFETY TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1156300, GB-COH-08837451",M2 3BA,ccew,"Funder, Publisher",The Road Safety Trust,"Org IDsGB-CHC-1156300, GB-COH-08837451",https://www.roadsafetytrust.org.uk,Registered Charity,Other Names used in the dataTHE ROAD SAFETY TRUST; Road Safety Trust
,28-Feb-19,,,166,"£90,000",,30-Jul-25,£500,,"£6,749,367",,TRUE,314286,,06/04/1964,,2025-12-01 01:08:12.011534+00:00,625565,31/12/2024,"GB-CHC-314286, XI-ROR-02j4dvk97, XI-GRID-grid.469812.0",GB-CHC-314286,EDUCATIONAL OPPORTUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-314286,SE1 3GN,ccew,"Funder, Publisher",Educational Opportunity Foundation,Org IDsGB-CHC-314286,https://educationalopportunity.org.uk,Registered Charity,Other Names used in the dataEDUCATIONAL OPPORTUNITY FOUNDATION
,07-Jul-15,,,222,"£325,000",,17-Nov-25,£371,,"£7,758,184",,TRUE,1040323,,22/08/1994,,2025-12-01 01:08:12.011534+00:00,1303943,05/04/2024,GB-CHC-1040323,GB-CHC-1040323,THE MARK LEONARD TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1040323,SW1V 1AP,ccew,"Funder, Recipient, Publisher",Mark Leonard Trust,Org IDsGB-CHC-1040323,https://www.sfct.org.uk,Registered Charity,Other Names used in the dataTHE MARK LEONARD TRUST
,01-Nov-13,,,816,"£200,000",,09-Apr-25,£500,,"£12,039,774",,TRUE,1124856,6598018,07/07/2008,,2025-12-01 01:08:12.011534+00:00,1443012,31/03/2025,"GB-CHC-1124856, GB-COH-06598018","GB-CHC-1124856, GB-COH-06598018",ROSA FUND,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1124856, GB-COH-06598018",EC1Y 0TG,ccew,"Funder, Recipient, Publisher",Rosa UK,"Org IDsGB-CHC-1124856, GB-COH-06598018",https://www.rosauk.org,Registered Charity,Other Names used in the dataROSA FUND
,01-Jun-18,,,15,"£3,000",,01-Apr-19,£250,,"£30,331",,TRUE,1160403,,10/02/2015,,2025-12-01 01:08:12.011534+00:00,1187718,31/03/2024,"GB-CHC-1160403, GB-COH-CE002985, GB-CHC-257551",GB-CHC-1160403,KINGSTON VOLUNTARY ACTION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-association",Registered Charity,GB-CHC-1160403,KT2 6LX,ccew,"Funder, Recipient, Publisher",Kingston Voluntary Action,Org IDsGB-CHC-1160403,http://kva.org.uk/,Registered Charity,Other Names used in the dataKINGSTON VOLUNTARY ACTION
,17-Sep-09,,,268,"£675,242",,04-Sep-25,£782,,"£20,801,866",,TRUE,1065552,3451979,06/11/1997,,2025-12-01 01:08:12.011534+00:00,4277871,31/03/2024,"GB-CHC-1065552, GB-COH-03451979","GB-CHC-1065552, GB-COH-03451979",THE NATIONWIDE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1065552, GB-COH-03451979",SN38 2SN,ccew,"Funder, Publisher",Nationwide Foundation,"Org IDsGB-CHC-1065552, GB-COH-03451979",https://www.nationwidefoundation.org.uk,Registered Charity,Other Names used in the dataTHE NATIONWIDE FOUNDATION
,18-Dec-13,,,"1,033","£200,000",,20-Jun-23,£3,,"£9,423,228",,TRUE,1154032,7746081,01/10/2013,,2025-12-01 01:08:12.011534+00:00,3492631,30/06/2024,"GB-CHC-1154032, GB-COH-07746081","GB-CHC-1154032, GB-COH-07746081",THE CHILDHOOD TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1154032, GB-COH-07746081",SW1H 0HW,ccew,"Funder, Recipient, Publisher",The Childhood Trust,"Org IDsGB-CHC-1154032, GB-COH-07746081",https://www.childhoodtrust.org.uk,Registered Charity,Other Names used in the dataTHE CHILDHOOD TRUST
,21-Feb-24,,,88,"£700,000",,25-Sep-24,"£1,000",,"£14,139,315",,TRUE,,,,,2024-03-01 01:01:01.389285+00:00,,,"GB-LAE-CMD, GB-UKLA-CMD, XI-ROR-0299hgx34, GB-SHPE-00AG, XI-GRID-grid.435903.8","GB-LAE-CMD, GB-UKLA-CMD",London Borough of Camden,"local-authority, london-borough",Local Authority,GB-LAE-CMD,,lae,"Funder, Recipient, Publisher",Camden Council,"Org IDsGB-LAE-CMD, GB-UKLA-CMD",,Local Authority,Other Names used in the dataLondon Borough of Camden
,02-Apr-20,,"2,390",,"£7,500",,28-Mar-25,£15,,"£2,077,386",,TRUE,1168445,,26/07/2016,,2025-12-01 01:08:12.011534+00:00,1187638,31/03/2025,"GB-CHC-1168445, GB-COH-CE007141, GB-CHC-206693, GB-CHC-205366",GB-CHC-1168445,THE TEACHING STAFF TRUST,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1168445,CM4 9DW,ccew,"Funder, Recipient, Publisher",The Teaching Staff Trust,Org IDsGB-CHC-1168445,https://www.teachingstafftrust.org.uk,Registered Charity,Other Names used in the dataTHE TEACHING STAFF TRUST
,18-Jul-19,,,86,"£600,000",,11-Aug-25,"£2,205",,"£3,583,180",,TRUE,1198852,,05/05/2022,,2025-12-01 01:08:12.011534+00:00,582567,31/03/2024,"GB-CHC-1198852, GB-COH-CE028957",GB-CHC-1198852,GREATER MANCHESTER MAYOR'S CHARITY CIO,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1198852,M1 6EU,ccew,"Funder, Publisher",Greater Manchester Mayor's Charity,Org IDsGB-CHC-1198852,https://gmmayorscharity.org.uk/,Registered Charity,Other Names used in the dataGREATER MANCHESTER MAYOR'S CHARITY CIO
53,13-Jun-23,33,,,"£6,250",,03-Dec-24,£400,,"£91,674",,TRUE,SC002040,,19/02/1991,,2025-11-27 20:00:27.503881+00:00,1439100,31/03/2024,"GB-SC-SC002040, GB-COH-SC130071",GB-SC-SC002040,Feisean Nan Gaidheal,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC002040,IV51 9BZ,oscr,"Funder, Recipient",Feisean Nan Gaidheal,Org IDsGB-SC-SC002040,http://www.feisean.org,Registered Charity,Other Names used in the dataFèisean nan Gàidheal
,13-Jan-16,,,523,"£3,600,000",,03-Dec-25,£20,,"£122,249,343",,TRUE,206601,,21/10/1966,,2025-12-01 01:08:12.011534+00:00,12356000,31/12/2024,"GB-CHC-206601, XI-ROR-0281jqk77, XI-GRID-grid.422951.9, XI-WIKIDATA-Q7068708",GB-CHC-206601,THE NUFFIELD FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-206601,EC1M 4EH,ccew,"Funder, Publisher",Nuffield Foundation,Org IDsGB-CHC-206601,http://www.nuffieldfoundation.org,Registered Charity,Other Names used in the dataTHE NUFFIELD FOUNDATION
,20-Apr-23,,,196,"£35,000",,15-Jul-25,"£1,200",,"£2,911,049",,TRUE,1076579,,15/07/1999,,2025-12-01 01:08:12.011534+00:00,2857196,31/05/2024,GB-CHC-1076579,GB-CHC-1076579,PETER HARRISON FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1076579,RH2 9QQ,ccew,"Funder, Publisher",Peter Harrison Foundation,Org IDsGB-CHC-1076579,https://www.peterharrisonfoundation.org,Registered Charity,Other Names used in the dataPETER HARRISON FOUNDATION
,17-Apr-20,,,419,"£69,642",,07-Oct-25,£650,,"£2,990,206",,TRUE,1069736,3365292,27/05/1998,,2025-12-01 01:08:12.011534+00:00,2018461,31/03/2024,"GB-CHC-1069736, GB-COH-03365292","GB-CHC-1069736, GB-COH-03365292",HACKNEY COUNCIL FOR VOLUNTARY SERVICE,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1069736, GB-COH-03365292",E8 3AZ,ccew,"Funder, Recipient, Publisher",Hackney CVS,"Org IDsGB-CHC-1069736, GB-COH-03365292",https://www.hcvs.org.uk,Registered Charity,Other Names used in the dataHACKNEY COUNCIL FOR VOLUNTARY SERVICE
,08-Apr-19,,,127,"£20,000",,30-Nov-23,£120,,"£284,733",,TRUE,,IP30348R,01/01/1900,,2025-11-29 02:45:19.462581+00:00,,,"GB-MPR-30348R, GB-COH-IP30348R, GB-SHPE-L4507",GB-COH-IP30348R,SOUTHWAY HOUSING TRUST (MANCHESTER) LIMITED,"registered-society, registered-company",Registered Society,GB-COH-IP30348R,,companies,"Funder, Recipient, Publisher",Southway Housing Trust,Org IDsGB-COH-IP30348R,https://www.southwayhousing.co.uk/,Registered Society,Other Names used in the dataSOUTHWAY HOUSING TRUST (MANCHESTER) LIMITED
,31-Jan-24,,,17,"£100,000",,16-Jan-25,"£5,000",,"£847,101",,TRUE,1202408,14615179,20/03/2023,,2025-12-01 01:08:12.011534+00:00,997095,31/03/2025,"GB-CHC-1202408, GB-COH-14615179","GB-CHC-1202408, GB-COH-14615179",THE CAERLOW TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1202408, GB-COH-14615179",EC4A 3TW,ccew,"Funder, Publisher",The Caerlow Trust,"Org IDsGB-CHC-1202408, GB-COH-14615179",https://www.thecaerlowtrust.org,Registered Charity,Other Names used in the dataTHE CAERLOW TRUST
,31-Mar-21,,,4,"£602,717",,31-Mar-22,"£550,000",,"£2,274,490",,TRUE,,,,,2025-12-01 01:00:59.111773+00:00,,,"GB-GOR-D15, GB-GOVUK-hm-treasury","GB-GOR-D15, GB-GOVUK-hm-treasury",HM Treasury,government-organisation,Government Organisation,"GB-GOR-D15, GB-GOVUK-hm-treasury",,gor,Funder,HM Treasury,"Org IDsGB-GOR-D15, GB-GOVUK-hm-treasury",https://www.gov.uk/government/organisations/hm-treasury,Government Organisation,
,01-Jun-17,,,411,"£633,240",,25-Apr-24,"£1,000",,"£17,841,851",,TRUE,205798,,22/09/1962,,2025-12-01 01:08:12.011534+00:00,3731030,31/12/2024,GB-CHC-205798,GB-CHC-205798,SMALLWOOD TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-205798,WR14 1QQ,ccew,"Funder, Recipient, Publisher",Smallwood Trust,Org IDsGB-CHC-205798,https://www.smallwoodtrust.org.uk,Registered Charity,Other Names used in the dataSMALLWOOD TRUST
,25-Nov-15,,,263,"£950,000",,17-Nov-25,£371,,"£9,513,689",,TRUE,1015792,,17/12/1992,,2025-12-01 01:08:12.011534+00:00,912895,05/04/2024,GB-CHC-1015792,GB-CHC-1015792,THE J J CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1015792,SW1V 1AP,ccew,"Funder, Publisher",J J Charitable Trust,Org IDsGB-CHC-1015792,https://www.sfct.org.uk,Registered Charity,Other Names used in the dataTHE J J CHARITABLE TRUST
,01-Apr-19,,,152,"£180,000",,05-Mar-25,"£1,700",,"£3,793,046",,TRUE,1111438,5525503,26/09/2005,,2025-12-01 01:08:12.011534+00:00,7434000,31/03/2025,"GB-CHC-1111438, GB-COH-05525503, XI-ROR-03133qe46, GB-CHC-263434, GB-CHC-293204, GB-CHC-1091829, GB-COH-01929733, GB-COH-04424695, XI-GRID-grid.453389.0","GB-CHC-1111438, GB-COH-05525503",Fight for Sight,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1111438, GB-COH-05525503",E1 8HQ,ccew,"Funder, Recipient, Publisher",Fight for Sight,"Org IDsGB-CHC-1111438, GB-COH-05525503",https://www.fightforsight.org.uk,Registered Charity,
,26-Mar-19,,,629,"£1,550,625",,10-Oct-24,£8,,"£16,829,295",,TRUE,1152596,8548400,26/06/2013,,2025-12-01 01:08:12.011534+00:00,3144445,30/04/2024,"GB-CHC-1152596, GB-COH-08548400","GB-CHC-1152596, GB-COH-08548400",THE BERKELEY CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1152596, GB-COH-08548400",KT11 1JG,ccew,"Funder, Publisher",The Berkeley Foundation,"Org IDsGB-CHC-1152596, GB-COH-08548400",https://www.berkeleyfoundation.org.uk,Registered Charity,Other Names used in the dataTHE BERKELEY CHARITABLE FOUNDATION
,21-May-21,,,200,"£16,000",,22-Nov-24,"£2,000",,"£863,265",,TRUE,299955,,17/08/1988,,2025-12-01 01:08:12.011534+00:00,623670,31/03/2024,"GB-CHC-299955, XI-ROR-00ev6sa36, XI-GRID-grid.453973.f",GB-CHC-299955,THE DAIWA ANGLO-JAPANESE FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-299955,NW1 4QP,ccew,"Funder, Publisher",Daiwa Anglo-Japanese Foundation,Org IDsGB-CHC-299955,https://www.dajf.org.uk,Registered Charity,Other Names used in the dataTHE DAIWA ANGLO-JAPANESE FOUNDATION
,01-Apr-16,,,"2,188","£7,853,000",,10-May-24,£500,,"£185,385,432",,TRUE,,,,,2025-12-01 01:00:59.112399+00:00,,,"GB-GOR-D2, GB-GOVUK-cabinet-office","GB-GOR-D2, GB-GOVUK-cabinet-office",Cabinet Office,government-organisation,Government Organisation,"GB-GOR-D2, GB-GOVUK-cabinet-office",,gor,"Funder, Publisher",Cabinet Office,"Org IDsGB-GOR-D2, GB-GOVUK-cabinet-office",https://www.gov.uk/government/organisations/cabinet-office,Government Organisation,
,21-Dec-17,,,950,"£300,000",,28-Oct-22,£40,,"£2,650,449",,TRUE,1182567,11651094,21/03/2019,,2025-12-01 01:08:12.011534+00:00,1356879,30/09/2024,"GB-CHC-1182567, GB-COH-11651094, GB-CHC-1173154","GB-CHC-1182567, GB-COH-11651094",CARETECH CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1182567, GB-COH-11651094",UB8 1BX,ccew,"Funder, Publisher",CareTech Foundation,"Org IDsGB-CHC-1182567, GB-COH-11651094",https://www.caretechfoundation.org.uk,Registered Charity,Other Names used in the dataCARETECH CHARITABLE FOUNDATION; CareTech foundation
,01-May-17,,,264,"£200,000",,15-Jul-24,"£2,500",,"£6,867,000",,TRUE,801875,,25/07/1989,,2025-12-01 01:08:12.011534+00:00,375404,31/03/2024,GB-CHC-801875,GB-CHC-801875,THE BROMLEY TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-801875,SE1 3ER,ccew,"Funder, Publisher",The Bromley Trust,Org IDsGB-CHC-801875,https://www.thebromleytrust.org.uk,Registered Charity,Other Names used in the dataTHE BROMLEY TRUST
,10-Mar-98,,,"4,331","£3,000,000",,30-Jun-14,£65,,"£219,331,830",,,,,,,,,,,,,,,,,,"Funder, Publisher",Northern Rock Foundation,Org IDsGB-COH-03416658,,,
,13-Mar-20,,,"1,320","£35,000",,05-Aug-24,£63,,"£5,065,589",,TRUE,1099977,4816191,10/10/2003,,2025-12-01 01:08:12.011534+00:00,3244583,31/12/2024,"GB-CHC-1099977, GB-COH-04816191, GB-CHC-208124","GB-CHC-1099977, GB-COH-04816191",CORNWALL COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1099977, GB-COH-04816191",PL31 2RQ,ccew,"Funder, Recipient, Publisher",Cornwall Community Foundation,"Org IDsGB-CHC-1099977, GB-COH-04816191",https://www.cornwallcommunityfoundation.com,Registered Charity,Other Names used in the dataCORNWALL COMMUNITY FOUNDATION
447,06-Jul-22,277,,,"£2,531,000",,15-Nov-24,£19,,"£8,557,074",,TRUE,275067,,06/03/1978,,2025-12-01 01:08:12.011534+00:00,276031,30/06/2024,GB-CHC-275067,GB-CHC-275067,THE HABERDASHERS' FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-275067,EC1A 9HQ,ccew,"Funder, Recipient, Publisher",Haberdashers' Company,Org IDsGB-CHC-275067,https://www.haberdashers.co.uk,Registered Charity,Other Names used in the dataTHE HABERDASHERS' FOUNDATION
,30-Jan-17,,,587,"£819,716",,11-Jul-25,£100,,"£26,033,188",,TRUE,226446,,28/03/1969,,2025-12-01 01:08:12.011534+00:00,1769000,31/12/2024,"GB-CHC-226446, GB-CHC-1194650, GB-SC-SC038191, GB-COH-CE025313, GB-CHC-260668, GB-CHC-264987, GB-CHC-275062, GB-CHC-287159, GB-CHC-1136828, GB-CHC-3984623",GB-CHC-226446,SEAFARERS UK (KING GEORGE'S FUND FOR SAILORS),"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-226446,SW1P 2QT,ccew,"Funder, Recipient, Publisher",The Seafarers' Charity,Org IDsGB-CHC-226446,https://www.theseafarerscharity.org,Registered Charity,Other Names used in the dataSEAFARERS UK (KING GEORGE'S FUND FOR SAILORS); The Seafarers' Charity; Seafarers' Charity
,01-Apr-17,,,704,"£1,530,000",,01-Feb-23,£0,,"£51,157,997",,TRUE,,,,,2025-12-01 01:00:59.033517+00:00,,,"GB-GOR-D1196, GB-GOVUK-department-for-international-trade, XI-ROR-01bgmsb44, XI-GRID-grid.474448.f, XI-WIKIDATA-Q25991767","GB-GOR-D1196, GB-GOVUK-department-for-international-trade",Department for International Trade,government-organisation,Government Organisation,"GB-GOR-D1196, GB-GOVUK-department-for-international-trade",,gor,Funder,Department for International Trade,"Org IDsGB-GOR-D1196, GB-GOVUK-department-for-international-trade",https://www.gov.uk/government/organisations/department-for-international-trade,Government Organisation,
,17-Feb-22,,,44,"£2,600,000",,25-Nov-24,"£25,000",,"£26,500,000",,TRUE,SC043234,,21/06/2012,,2025-11-27 20:00:53.199454+00:00,28941048,31/12/2024,"GB-SC-SC043234, GB-COH-SC426288",GB-SC-SC043234,Postcode Culture Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC043234,EH2 4ET,oscr,Funder,Postcode Culture Trust,Org IDsGB-SC-SC043234,http://www.postcodeculturetrust.org.uk,Registered Charity,
,21-Jun-20,,,49,"£90,000",,04-Dec-24,"£14,987",,"£2,036,483",,TRUE,1189523,,18/05/2020,,2025-12-01 01:08:12.011534+00:00,242764,31/12/2024,"GB-CHC-1189523, GB-COH-CE021878, GB-CHC-1010520",GB-CHC-1189523,JAC TRUST,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1189523,BA16 0EQ,ccew,"Funder, Publisher",JAC Trust,Org IDsGB-CHC-1189523,https://www.jaclarktrust.org,Registered Charity,Other Names used in the dataJAC TRUST
"12,244",26-Feb-21,135,,,"£732,000",,12-Dec-24,£500,,"£5,663,998",,TRUE,296590,,16/04/1987,,2025-12-01 01:08:12.011534+00:00,6431731,31/12/2024,GB-CHC-296590,GB-CHC-296590,THE GREGGS FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-296590,NE12 8BU,ccew,"Funder, Recipient, Publisher",The Greggs Foundation,Org IDsGB-CHC-296590,https://www.greggsfoundation.org.uk,Registered Charity,Other Names used in the dataTHE GREGGS FOUNDATION
,23-Sep-15,,,673,"£540,000",,10-Feb-25,£210,,"£18,868,378",,TRUE,1121739,6428200,29/11/2007,,2025-12-01 01:08:12.011534+00:00,1219056,31/12/2024,"GB-CHC-1121739, GB-COH-06428200, GB-CHC-1053273","GB-CHC-1121739, GB-COH-06428200",THE BALLINGER CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1121739, GB-COH-06428200",NE20 2BL,ccew,"Funder, Recipient, Publisher",The Ballinger Charitable Trust,"Org IDsGB-CHC-1121739, GB-COH-06428200",https://www.ballingercharitabletrust.org.uk,Registered Charity,Other Names used in the dataTHE BALLINGER CHARITABLE TRUST
,31-Jan-08,,,"7,025","£4,178,557",,26-Nov-25,"£1,000",,"£725,520,326",,TRUE,200051,,07/06/1961,,2025-12-01 01:08:12.011534+00:00,9483000,31/12/2024,"GB-CHC-200051, XI-ROR-04pkb2v55, XI-GRID-grid.453248.c",GB-CHC-200051,ESMEE FAIRBAIRN FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-200051,N1 9JY,ccew,"Funder, Recipient, Publisher",Esmée Fairbairn Foundation,Org IDsGB-CHC-200051,https://www.esmeefairbairn.org.uk,Registered Charity,Other Names used in the dataESMEE FAIRBAIRN FOUNDATION
